CallChannel,NbCall,SourceID,FiscalYear,ProductName_Level2
Face to Face,2,0011i000001xnE7AAI,2019/2020,NatSR/Natrixam
Face to Face,2,0011i000001xnEFAAY,2019/2020,Coveram
Face to Face,2,0011i000001xnEFAAY,2019/2020,Coversyl
Face to Face,2,0011i000001xnEFAAY,2019/2020,Triplixam
Face to Face,2,0011i000001xnEoAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnEWAAY,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnEWAAY,2020/2021,Natrilix Family
Face to Face,2,0011i000001xnF7AAI,2019/2020,Cosyrel
Face to Face,2,0011i000001xnFBAAY,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnFCAAY,2019/2020,Cedraflon
Face to Face,2,0011i000001xnFCAAY,2019/2020,Daflon 500
Face to Face,2,0011i000001xnFiAAI,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnFkAAI,2019/2020,NatSR/Natrixam
Face to Face,2,0011i000001xnFnAAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnFQAAY,2019/2020,Coversyl
Face to Face,2,0011i000001xnFQAAY,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnFSAAY,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnGbAAI,2019/2020,Coveram
Face to Face,2,0011i000001xnGbAAI,2019/2020,Coversyl
Face to Face,2,0011i000001xnGgAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnGhAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnGhAAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnGmAAI,2020/2021,Coveram
Face to Face,2,0011i000001xnGmAAI,2020/2021,Natrixam
Face to Face,2,0011i000001xnGWAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnGWAAY,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnGYAAY,2019/2020,Deprexis
Face to Face,2,0011i000001xnGzAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnGzAAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnGZAAY,2019/2020,Coveram
Face to Face,2,0011i000001xnGZAAY,2019/2020,Coversyl
Face to Face,2,0011i000001xnHbAAI,2020/2021,Daflon 500
Face to Face,2,0011i000001xnHCAAY,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnHEAAY,2019/2020,Cosyrel
Face to Face,2,0011i000001xnHEAAY,2019/2020,Vastarel MR
Face to Face,2,0011i000001xnHfAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnHfAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnHFAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnHhAAI,2019/2020,Coveram
Face to Face,2,0011i000001xnHhAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnHlAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnHoAAI,2019/2020,Cedraflon
Face to Face,2,0011i000001xnHoAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnHoAAI,2020/2021,Triplixam
Face to Face,2,0011i000001xnIlAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnIlAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnIyAAI,2019/2020,Cosyrel
Face to Face,2,0011i000001xnIyAAI,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnIyAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnIyAAI,2019/2020,Vastarel MR
Face to Face,2,0011i000001xnIyAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnIyAAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnJ3AAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnJFAAY,2020/2021,Valdoxan
Face to Face,2,0011i000001xnJhAAI,2019/2020,Coveram
Face to Face,2,0011i000001xnJhAAI,2019/2020,Coversyl
Face to Face,2,0011i000001xnJhAAI,2019/2020,Triplixam
Face to Face,2,0011i000001xnJiAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnJiAAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnJJAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnJQAAY,2019/2020,Daflon 500
Face to Face,2,0011i000001xnK2AAI,2019/2020,Coversyl
Face to Face,2,0011i000001xnK2AAI,2019/2020,Vastarel MR
Face to Face,2,0011i000001xnK2AAI,2020/2021,Daflon 500
Face to Face,2,0011i000001xnK2AAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnK2AAI,2020/2021,Natrixam
Face to Face,2,0011i000001xnK2AAI,2020/2021,Triplixam
Face to Face,2,0011i000001xnK6AAI,2019/2020,Coversyl
Face to Face,2,0011i000001xnK8AAI,2019/2020,Natrixam
Face to Face,2,0011i000001xnK8AAI,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnK8AAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnKbAAI,2019/2020,Coveram
Face to Face,2,0011i000001xnKbAAI,2019/2020,Coversyl
Face to Face,2,0011i000001xnKbAAI,2019/2020,Vastarel XR 80
Face to Face,2,0011i000001xnKbAAI,2020/2021,Coralan
Face to Face,2,0011i000001xnKdAAI,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnKdAAI,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnKdAAI,2020/2021,Daflon 500
Face to Face,2,0011i000001xnKiAAI,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnKiAAI,2020/2021,Cosyrel
Face to Face,2,0011i000001xnKiAAI,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnKsAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnKUAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnKyAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnL0AAI,2019/2020,Cedraflon
Face to Face,2,0011i000001xnL0AAI,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnL0AAI,2020/2021,Natrilix Family
Face to Face,2,0011i000001xnL5AAI,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnL5AAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnL5AAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnL6AAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnLdAAI,2019/2020,Triplixam
Face to Face,2,0011i000001xnLJAAY,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnLLAAY,2020/2021,Daflon 500
Face to Face,2,0011i000001xnLLAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnLNAAY,2019/2020,Daflon 500
Face to Face,2,0011i000001xnLNAAY,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnLNAAY,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnLNAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnLOAAY,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnLOAAY,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnLpAAI,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnLqAAI,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnLVAAY,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnLVAAY,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnLXAAY,2019/2020,Coveram
Face to Face,2,0011i000001xnLXAAY,2019/2020,Triplixam
Face to Face,2,0011i000001xnMtAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnMVAAY,2019/2020,Coveram
Face to Face,2,0011i000001xnMVAAY,2019/2020,Coversyl
Face to Face,2,0011i000001xnMVAAY,2019/2020,Triplixam
Face to Face,2,0011i000001xnMVAAY,2020/2021,Coveram
Face to Face,2,0011i000001xnMVAAY,2020/2021,Coversyl
Face to Face,2,0011i000001xnMVAAY,2020/2021,Triplixam
Face to Face,2,0011i000001xnN5AAI,2020/2021,Daflon 500
Face to Face,2,0011i000001xnNEAAY,2020/2021,Coveram
Face to Face,2,0011i000001xnNEAAY,2020/2021,Coversyl
Face to Face,2,0011i000001xnNEAAY,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnNEAAY,2020/2021,Triplixam
Face to Face,2,0011i000001xnO1AAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnOeAAI,2019/2020,Valdoxan
Face to Face,2,0011i000001xnONAAY,2019/2020,Cedraflon
Face to Face,2,0011i000001xnONAAY,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnONAAY,2019/2020,Daflon 500
Face to Face,2,0011i000001xnOqAAI,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnOSAAY,2019/2020,Cedraflon
Face to Face,2,0011i000001xnOtAAI,2019/2020,Cedraflon
Face to Face,2,0011i000001xnOtAAI,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnOtAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnOtAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnOxAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnP4AAI,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnP5AAI,2020/2021,Coveram
Face to Face,2,0011i000001xnP5AAI,2020/2021,Coversyl
Face to Face,2,0011i000001xnP5AAI,2020/2021,Triplixam
Face to Face,2,0011i000001xnPMAAY,2020/2021,Coveram
Face to Face,2,0011i000001xnPMAAY,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnPnAAI,2020/2021,Coveram
Face to Face,2,0011i000001xnPnAAI,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnPQAAY,2019/2020,Vastarel MR
Face to Face,2,0011i000001xnPQAAY,2020/2021,Coralan
Face to Face,2,0011i000001xnPQAAY,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnPuAAI,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnQ0AAI,2019/2020,Cedraflon
Face to Face,2,0011i000001xnQ0AAI,2020/2021,Valdoxan
Face to Face,2,0011i000001xnQeAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnQHAAY,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnQHAAY,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnQwAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnR3AAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnR5AAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnR5AAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnRAAAY,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnRbAAI,2020/2021,Daflon 500
Face to Face,2,0011i000001xnRIAAY,2019/2020,Coveram
Face to Face,2,0011i000001xnRIAAY,2019/2020,Coversyl
Face to Face,2,0011i000001xnSDAAY,2019/2020,Deprexis
Face to Face,2,0011i000001xnSHAAY,2019/2020,Cosyrel
Face to Face,2,0011i000001xnSHAAY,2019/2020,NatSR/Natrixam
Face to Face,2,0011i000001xnSHAAY,2020/2021,Coversyl
Face to Face,2,0011i000001xnSJAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnSJAAY,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnSWAAY,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnSWAAY,2019/2020,Natrixam
Face to Face,2,0011i000001xnSWAAY,2020/2021,Cosyrel
Face to Face,2,0011i000001xnSWAAY,2020/2021,Triplixam
Face to Face,2,0011i000001xnSZAAY,2019/2020,Daflon 500
Face to Face,2,0011i000001xnT5AAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnT9AAI,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnT9AAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnTeAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnTgAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnTgAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnTgAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnTgAAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnTgAAI,2020/2021,Natrilix Family
Face to Face,2,0011i000001xnTgAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnTjAAI,2019/2020,Valdoxan
Face to Face,2,0011i000001xnTJAAY,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnTJAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnTkAAI,2019/2020,Deprexis
Face to Face,2,0011i000001xnTkAAI,2019/2020,Valdoxan
Face to Face,2,0011i000001xnTlAAI,2019/2020,Deprexis
Face to Face,2,0011i000001xnTlAAI,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnTlAAI,2020/2021,Vastarel MR
Face to Face,2,0011i000001xnTLAAY,2020/2021,Coveram
Face to Face,2,0011i000001xnTLAAY,2020/2021,Daflon 500
Face to Face,2,0011i000001xnTUAAY,2019/2020,Cedraflon
Face to Face,2,0011i000001xnTUAAY,2019/2020,Coversyl
Face to Face,2,0011i000001xnTUAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnTxAAI,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnTxAAI,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnTXAAY,2020/2021,Daflon 500
Face to Face,2,0011i000001xnUHAAY,2019/2020,Natrixam
Face to Face,2,0011i000001xnUlAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnUoAAI,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnUoAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnUOAAY,2019/2020,Cosyrel
Face to Face,2,0011i000001xnUOAAY,2019/2020,Coversyl
Face to Face,2,0011i000001xnUOAAY,2019/2020,Vastarel MR
Face to Face,2,0011i000001xnUOAAY,2020/2021,Triplixam
Face to Face,2,0011i000001xnVfAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnVHAAY,2020/2021,Vastarel MR
Face to Face,2,0011i000001xnVKAAY,2020/2021,Valdoxan
Face to Face,2,0011i000001xnVoAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnVoAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnVoAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnVOAAY,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnVOAAY,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnVPAAY,2019/2020,Arcalion
Face to Face,2,0011i000001xnVwAAI,2019/2020,Cedraflon
Face to Face,2,0011i000001xnVwAAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnVwAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnVwAAI,2019/2020,Natrixam
Face to Face,2,0011i000001xnVYAAY,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnVZAAY,2020/2021,Coversyl
Face to Face,2,0011i000001xnVZAAY,2020/2021,Triplixam
Face to Face,2,0011i000001xnW2AAI,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnW2AAI,2019/2020,Vastarel XR 80
Face to Face,2,0011i000001xnW2AAI,2020/2021,Coveram
Face to Face,2,0011i000001xnW2AAI,2020/2021,Triplixam
Face to Face,2,0011i000001xnW6AAI,2019/2020,Cedraflon
Face to Face,2,0011i000001xnW6AAI,2019/2020,Daflon 500
Face to Face,2,0011i000001xnW6AAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnWDAAY,2019/2020,Cedraflon
Face to Face,2,0011i000001xnWDAAY,2019/2020,Natrixam
Face to Face,2,0011i000001xnWDAAY,2019/2020,Vastarel MR
Face to Face,2,0011i000001xnWDAAY,2020/2021,NatSR/Natrixam
Face to Face,2,0011i000001xnWEAAY,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnWEAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnWHAAY,2019/2020,Daflon 500
Face to Face,2,0011i000001xnWJAAY,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnWLAAY,2019/2020,Cosyrel
Face to Face,2,0011i000001xnWLAAY,2019/2020,Vastarel MR
Face to Face,2,0011i000001xnWLAAY,2020/2021,Natrilix Family
Face to Face,2,0011i000001xnWqAAI,2019/2020,Coralan
Face to Face,2,0011i000001xnWsAAI,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnWsAAI,2020/2021,Coveram
Face to Face,2,0011i000001xnWsAAI,2020/2021,Coversyl
Face to Face,2,0011i000001xnWsAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnWsAAI,2020/2021,Triplixam
Face to Face,2,0011i000001xnWTAAY,2020/2021,Cosyrel
Face to Face,2,0011i000001xnWTAAY,2020/2021,Valdoxan
Face to Face,2,0011i000001xnWTAAY,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnWUAAY,2019/2020,NatSR/Natrixam
Face to Face,2,0011i000001xnWUAAY,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnX4AAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnX4AAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnXNAAY,2019/2020,Daflon 500
Face to Face,2,0011i000001xnXPAAY,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnXPAAY,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnXuAAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnXuAAI,2020/2021,Triplixam
Face to Face,2,0011i000001xnXuAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnXVAAY,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnY7AAI,2019/2020,Cedraflon
Face to Face,2,0011i000001xnY7AAI,2019/2020,Daflon 1000
Face to Face,2,0011i000001xnYFAAY,2019/2020,Coveram
Face to Face,2,0011i000001xnYFAAY,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnYvAAI,2020/2021,Daflon 1000
Face to Face,2,0011i000001xnYvAAI,2020/2021,Diamicron MR
Face to Face,2,0011i000001xnYvAAI,2020/2021,Vastarel XR 80
Face to Face,2,0011i000001xnZbAAI,2019/2020,Diamicron MR
Face to Face,2,0011i000001xnZbAAI,2020/2021,Coversyl Family
Face to Face,2,0011i000001xnZbAAI,2020/2021,Daflon 500
Face to Face,2,0011i000001xnZGAAY,2019/2020,Daflon 500
Face to Face,2,0011i000001xnZkAAI,2019/2020,Coversyl Plus
Face to Face,2,0011i000001xnZSAAY,2019/2020,Coveram
Face to Face,2,0011i000001xnZSAAY,2019/2020,Triplixam
Face to Face,2,0011i000002Id73AAC,2019/2020,Daflon 500
Face to Face,2,0011i000002Id73AAC,2019/2020,Diamicron MR
Face to Face,2,0011i000002Id73AAC,2019/2020,NatSR/Natrixam
Face to Face,2,0011i000002Id77AAC,2019/2020,Cedraflon
Face to Face,2,0011i000002Id77AAC,2019/2020,Daflon 500
Face to Face,2,0011i000005xAflAAE,2019/2020,Coveram
Face to Face,2,0011i000005xAflAAE,2019/2020,Coversyl
Face to Face,2,0011i000005xAflAAE,2020/2021,Coversyl Family
Face to Face,2,0011i000006WatAAAS,2019/2020,Vastarel XR 80
Face to Face,2,0011i000007DsJzAAK,2019/2020,Coveram
Face to Face,2,0011i000007DsJzAAK,2019/2020,NatSR/Natrixam
Face to Face,2,0011i000007DsJzAAK,2019/2020,Triplixam
Face to Face,2,0011i000007EavqAAC,2019/2020,Cosyrel
Face to Face,2,0011i000007EavqAAC,2019/2020,Vastarel MR
Face to Face,2,0011i000007EavqAAC,2020/2021,Coveram
Face to Face,2,0011i000007EavqAAC,2020/2021,Coversyl
Face to Face,2,0011i000007EavqAAC,2020/2021,Triplixam
Face to Face,2,0011i000007Ef46AAC,2020/2021,Coversyl Family
Face to Face,2,0011i000007Ef46AAC,2020/2021,Diamicron MR
Face to Face,2,0011i000007ElXpAAK,2019/2020,Triplixam
Face to Face,2,0011i000007ElXpAAK,2020/2021,Coversyl Family
Face to Face,2,0011i000007FALBAA4,2019/2020,Diamicron MR
Face to Face,2,0011i000007FALBAA4,2020/2021,Daflon 1000
Face to Face,2,0011i000007FALBAA4,2020/2021,Diamicron MR
Face to Face,2,0011i000007FG5ZAAW,2020/2021,Coversyl Family
Face to Face,2,0011i00000Egz7bAAB,2019/2020,Diamicron MR
Face to Face,2,0011i00000Egz7bAAB,2020/2021,Coversyl Family
Face to Face,2,0011i00000Egz8oAAB,2019/2020,Cedraflon
Face to Face,2,0011i00000Egz8oAAB,2019/2020,Coversyl Plus
Face to Face,2,0011i00000Egz8oAAB,2019/2020,Daflon 500
Face to Face,2,0011i00000FF6yJAAT,2019/2020,Diamicron MR
Face to Face,2,0011i00000FI0L7AAL,2019/2020,Cosyrel
Face to Face,2,0011i00000k1W9iAAE,2019/2020,Daflon 1000
Face to Face,2,0011i00000KM4QcAAL,2019/2020,Daflon 500
Face to Face,2,0011i00000KM4QcAAL,2020/2021,NatSR/Natrixam
Face to Face,2,0011i00000llqpQAAQ,2020/2021,Daflon 500
Face to Face,2,0011i00000MtnslAAB,2019/2020,Coversyl
Face to Face,2,0011i00000NqfZXAAZ,2019/2020,Natrixam
Face to Face,2,0011i00000NqfZXAAZ,2020/2021,Cosyrel
Face to Face,2,0011i00000NqfZXAAZ,2020/2021,NatSR/Natrixam
Face to Face,2,0011i00000NqknMAAR,2019/2020,Diamicron MR
Face to Face,2,0011i00000NqknMAAR,2020/2021,Natrilix Family
Face to Face,2,0011i00000NqknMAAR,2020/2021,NatSR/Natrixam
Face to Face,2,0011i00000oXvbWAAS,2020/2021,Valdoxan
Face to Face,2,0011i00000pbjoFAAQ,2020/2021,Coversyl Family
Face to Face,2,0011i00000pbjoFAAQ,2020/2021,Daflon 500
Face to Face,2,0011i00000pbjoFAAQ,2020/2021,Diamicron MR
Face to Face,2,0011i00000tVKLDAA4,2020/2021,Daflon 500
Face to Face,2,0011i00000tVKLDAA4,2020/2021,Diamicron MR
Face to Face,2,0011i00000tWN9pAAG,2020/2021,Daflon 500
Face to Face,2,0011i00000tWN9pAAG,2020/2021,Diamicron MR
Face to Face,2,0011i00000ufvLiAAI,2020/2021,Diamicron MR
Face to Face,2,0011i00000ugAjLAAU,2020/2021,Coversyl Family
Face to Face,2,0011i00000ugAjLAAU,2020/2021,Diamicron MR
Face to Face,2,0011i00000vyumwAAA,2020/2021,Diamicron MR
Face to Face,2,0011i00000X6YRMAA3,2019/2020,Cosyrel
Face to Face,2,0011i00000X6YRMAA3,2019/2020,Coveram
Face to Face,2,0011i00000X6YRMAA3,2019/2020,Triplixam
Face to Face,2,0011i00000X6YRMAA3,2020/2021,Cosyrel
Face to Face,2,0011i00000X6YRMAA3,2020/2021,Coversyl Family
Face to Face,2,0011i00000X6YRMAA3,2020/2021,Vastarel XR 80
Face to Face,2,0011i00000X8slIAAR,2019/2020,Daflon 1000
Face to Face,2,0011i00000X992GAAR,2019/2020,Triplixam
Face to Face,2,0011i00000X992GAAR,2019/2020,Valdoxan
Face to Face,2,0011i00000X992GAAR,2020/2021,Coveram
Face to Face,2,0011i00000X992GAAR,2020/2021,Daflon 1000
Face to Face,2,0011i00000X992GAAR,2020/2021,Diamicron MR
Face to Face,2,0011i00000Xf13rAAB,2020/2021,Onivyde
Face to Face,2,0011i00000Xf145AAB,2020/2021,Onivyde
Face to Face,2,0011i00000XhmXCAAZ,2019/2020,Valdoxan
Face to Face,2,0011i00000XhmZ3AAJ,2020/2021,Daflon 1000
Face to Face,2,Undefined,2020/2021,Cedraflon
Face to Face,2,Undefined,2020/2021,Daflon Family
Messages,2,0011i000001xmbtAAA,2020/2021,Valdoxan
Messages,2,0011i000001xmcqAAA,2020/2021,Vastarel XR 80
Messages,2,0011i000001xmd4AAA,2020/2021,Cosyrel
Messages,2,0011i000001xmd4AAA,2020/2021,Diamicron MR
Messages,2,0011i000001xmdSAAQ,2020/2021,Diamicron MR
Messages,2,0011i000001xmeYAAQ,2020/2021,Daflon 1000
Messages,2,0011i000001xmfPAAQ,2020/2021,Valdoxan
Messages,2,0011i000001xmhiAAA,2020/2021,Coversyl Family
Messages,2,0011i000001xmhiAAA,2020/2021,Diamicron MR
Messages,2,0011i000001xmiGAAQ,2020/2021,Diamicron MR
Messages,2,0011i000001xmm2AAA,2020/2021,Coralan
Messages,2,0011i000001xmm3AAA,2020/2021,Coralan
Messages,2,0011i000001xmmnAAA,2020/2021,Valdoxan
Messages,2,0011i000001xmoSAAQ,2020/2021,Daflon 1000
Messages,2,0011i000001xmpGAAQ,2020/2021,Daflon 1000
Messages,2,0011i000001xmpMAAQ,2020/2021,Daflon 1000
Messages,2,0011i000001xmrHAAQ,2020/2021,Coralan
Messages,2,0011i000001xmsTAAQ,2020/2021,Valdoxan
Messages,2,0011i000001xmuwAAA,2020/2021,Diamicron MR
Messages,2,0011i000001xmvqAAA,2020/2021,Diamicron MR
Messages,2,0011i000001xmy1AAA,2020/2021,Daflon 1000
Messages,2,0011i000001xmyWAAQ,2020/2021,Valdoxan
Messages,2,0011i000001xmz9AAA,2020/2021,Vastarel XR 80
Messages,2,0011i000001xn0wAAA,2020/2021,Valdoxan
Messages,2,0011i000001xn1iAAA,2020/2021,Diamicron MR
Messages,2,0011i000001xn1nAAA,2020/2021,Vastarel XR 80
Messages,2,0011i000001xn2MAAQ,2020/2021,Diamicron MR
Messages,2,0011i000001xn2VAAQ,2020/2021,Vastarel XR 80
Messages,2,0011i000001xn35AAA,2020/2021,Valdoxan
Messages,2,0011i000001xn5mAAA,2020/2021,Coversyl Family
Messages,2,0011i000001xn9MAAQ,2020/2021,Diamicron MR
Messages,2,0011i000001xnAjAAI,2020/2021,Coralan
Messages,2,0011i000001xnASAAY,2020/2021,Coralan
Messages,2,0011i000001xnbtAAA,2020/2021,Coralan
Messages,2,0011i000001xnBVAAY,2020/2021,Coralan
Messages,2,0011i000001xnHmAAI,2020/2021,Valdoxan
Messages,2,0011i000001xnIKAAY,2020/2021,Coralan
Messages,2,0011i000001xnIKAAY,2020/2021,Coversyl Family
Messages,2,0011i000001xnIlAAI,2020/2021,Vastarel XR 80
Messages,2,0011i000001xnKbAAI,2020/2021,Coralan
Messages,2,0011i000001xnKdAAI,2020/2021,Coversyl Family
Messages,2,0011i000001xnN6AAI,2020/2021,Coversyl Family
Messages,2,0011i000001xnPnAAI,2020/2021,Vastarel XR 80
Messages,2,0011i000001xnSWAAY,2020/2021,Valdoxan
Messages,2,0011i000001xnTgAAI,2020/2021,Vastarel XR 80
Messages,2,0011i000001xnTkAAI,2020/2021,Valdoxan
Messages,2,0011i000001xnVLAAY,2020/2021,Coveram
Messages,2,0011i000001xnVWAAY,2020/2021,Valdoxan
Messages,2,0011i000001xnWDAAY,2020/2021,Valdoxan
Messages,2,0011i000001xnY7AAI,2020/2021,Daflon 1000
Messages,2,0011i000001xnYtAAI,2020/2021,Daflon 1000
Messages,2,0011i000006WatAAAS,2020/2021,Coralan
Messages,2,0011i00000eV10eAAC,2020/2021,Valdoxan
Messages,2,0011i00000Xf13bAAB,2020/2021,Onivyde
Messages,2,0011i00000Xf13xAAB,2020/2021,Onivyde
Phone,2,0011i000001xmkLAAQ,2020/2021,Diamicron MR
Phone,2,0011i000001xnFnAAI,2020/2021,Diamicron MR
Phone,2,0011i000001xnFQAAY,2020/2021,Diamicron MR
Phone,2,0011i000001xnGrAAI,2020/2021,Diamicron MR
Phone,2,0011i000001xnKdAAI,2020/2021,Coversyl Family
Phone,2,0011i000001xnKdAAI,2020/2021,Diamicron MR
Phone,2,0011i000001xnLVAAY,2020/2021,Diamicron MR
Phone,2,Undefined,2020/2021,Coveram
Remote-detailing,2,0011i000001xmarAAA,2019/2020,Diamicron MR
Remote-detailing,2,0011i000001xmbHAAQ,2019/2020,Daflon 1000
Remote-detailing,2,0011i000001xmbHAAQ,2019/2020,Diamicron MR
